"","list_ID","common_name","scientific_name","date","time","count","duration","location","latitude","longitude","count_tot","month","year"
"3360","S35594469","Northern Rough-winged Swallow","Stelgidopteryx serripennis","2017-03-31","05:47 PM",5,80,"US-MO",38.6389068,-90.2853806,84,3,2017
"3361","S35698031","Northern Rough-winged Swallow","Stelgidopteryx serripennis","2017-04-04","07:00 AM",4,127,"US-MO",38.6389068,-90.2853806,369,4,2017
"3362","S36305628","Northern Rough-winged Swallow","Stelgidopteryx serripennis","2017-04-27","06:56 AM",4,121,"US-MO",38.6389068,-90.2853806,260,4,2017
"3363","S36636292","Northern Rough-winged Swallow","Stelgidopteryx serripennis","2017-05-07","07:34 AM",1,79,"US-MO",38.6389068,-90.2853806,54,5,2017
"3364","S37374545","Northern Rough-winged Swallow","Stelgidopteryx serripennis","2017-06-04","07:53 AM",3,118,"US-MO",38.6389068,-90.2853806,108,6,2017
"3365","S45233334","Northern Rough-winged Swallow","Stelgidopteryx serripennis","2018-05-03","01:54 PM",4,55,"US-MO",38.6389068,-90.2853806,55,5,2018
"3366","S89689436","Northern Rough-winged Swallow","Stelgidopteryx serripennis","2021-06-05","05:55 PM",5,85,"US-MO",38.6383932,-90.267979,56,6,2021
"3367","S66369682","Northern Rough-winged Swallow","Stelgidopteryx serripennis","2020-03-29","09:31 AM",2,189,"US-OK",36.1497985,-96.2401081,219,3,2020
"3368","S106694384","Northern Rough-winged Swallow","Stelgidopteryx serripennis","2022-04-10","09:00 AM",3,44,"US-OK",36.1499519,-96.2529969,79,4,2022
"3369","S99312257","Purple Martin","Progne subis","2021-12-23","09:27 AM",1,28,"US-FL",25.8678737,-81.1156654,123,12,2021
"3370","S17760108","Purple Martin","Progne subis","2014-04-05","06:00 PM",2,30,"US-MO",38.6389068,-90.2853806,145,4,2014
"3371","S17798169","Purple Martin","Progne subis","2014-04-07","06:00 PM",3,45,"US-MO",38.6389068,-90.2853806,96,4,2014
"3372","S17841108","Purple Martin","Progne subis","2014-04-11","09:30 AM",12,60,"US-MO",38.6389068,-90.2853806,103,4,2014
"3373","S17891506","Purple Martin","Progne subis","2014-04-14","09:00 AM",6,90,"US-MO",38.6389068,-90.2853806,203,4,2014
"3374","S18044118","Purple Martin","Progne subis","2014-04-23","12:00 PM",9,45,"US-MO",38.6389068,-90.2853806,62,4,2014
"3375","S18178852","Purple Martin","Progne subis","2014-05-02","08:15 AM",7,60,"US-MO",38.6389068,-90.2853806,115,5,2014
"3376","S18310479","Purple Martin","Progne subis","2014-05-09","06:00 PM",6,60,"US-MO",38.6389068,-90.2853806,87,5,2014
"3377","S18346956","Purple Martin","Progne subis","2014-05-11","06:30 PM",5,60,"US-MO",38.6389068,-90.2853806,121,5,2014
"3378","S18767759","Purple Martin","Progne subis","2014-06-12","08:30 AM",3,60,"US-MO",38.6389068,-90.2853806,77,6,2014
"3379","S22729778","Purple Martin","Progne subis","2015-04-06","06:30 PM",9,45,"US-MO",38.6389068,-90.2853806,44,4,2015
"3380","S22776681","Purple Martin","Progne subis","2015-04-09","06:20 PM",4,25,"US-MO",38.6389068,-90.2853806,42,4,2015
"3381","S23140528","Purple Martin","Progne subis","2015-04-30","07:00 AM",12,105,"US-MO",38.6389068,-90.2853806,150,4,2015
"3382","S23261547","Purple Martin","Progne subis","2015-05-05","07:00 PM",8,45,"US-MO",38.6389068,-90.2853806,54,5,2015
"3383","S23465605","Purple Martin","Progne subis","2015-05-15","06:30 PM",6,30,"US-MO",38.6389068,-90.2853806,104,5,2015
"3384","S29265867","Purple Martin","Progne subis","2016-04-27","08:00 AM",12,45,"US-MO",38.6389068,-90.2853806,87,4,2016
"3385","S35533959","Purple Martin","Progne subis","2017-03-30","07:05 AM",3,100,"US-MO",38.6389068,-90.2853806,283,3,2017
"3386","S35698031","Purple Martin","Progne subis","2017-04-04","07:00 AM",1,127,"US-MO",38.6389068,-90.2853806,369,4,2017
"3387","S35918417","Purple Martin","Progne subis","2017-04-13","06:59 AM",6,109,"US-MO",38.6389068,-90.2853806,247,4,2017
"3388","S36118134","Purple Martin","Progne subis","2017-04-20","07:00 AM",6,98,"US-MO",38.6389068,-90.2853806,237,4,2017
"3389","S36198905","Purple Martin","Progne subis","2017-04-23","08:13 AM",8,173,"US-MO",38.6389068,-90.2853806,137,4,2017
"3390","S36305628","Purple Martin","Progne subis","2017-04-27","06:56 AM",3,121,"US-MO",38.6389068,-90.2853806,260,4,2017
"3391","S36497526","Purple Martin","Progne subis","2017-05-02","06:56 PM",4,58,"US-MO",38.6389068,-90.2853806,40,5,2017
"3392","S36840525","Purple Martin","Progne subis","2017-05-13","06:00 PM",6,45,"US-MO",38.6389068,-90.2853806,114,5,2017
"3393","S36956314","Purple Martin","Progne subis","2017-05-18","07:04 AM",7,126,"US-MO",38.6389068,-90.2853806,140,5,2017
"3394","S37297406","Purple Martin","Progne subis","2017-05-31","06:29 PM",1,61,"US-MO",38.6389068,-90.2853806,70,5,2017
"3395","S37374545","Purple Martin","Progne subis","2017-06-04","07:53 AM",8,118,"US-MO",38.6389068,-90.2853806,108,6,2017
"3396","S45158368","Purple Martin","Progne subis","2018-05-01","06:23 PM",5,86,"US-MO",38.6389068,-90.2853806,67,5,2018
"3397","S45233334","Purple Martin","Progne subis","2018-05-03","01:54 PM",8,55,"US-MO",38.6389068,-90.2853806,55,5,2018
"3398","S89689436","Purple Martin","Progne subis","2021-06-05","05:55 PM",4,85,"US-MO",38.6383932,-90.267979,56,6,2021
"3399","S18317547","Purple Martin","Progne subis","2014-05-10","07:30 AM",8,240,"US-MO",38.6129807,-90.2593803,130,5,2014
"3400","S22828782","Purple Martin","Progne subis","2015-04-12","11:00 AM",15,150,"US-MO",38.6129807,-90.2593803,112,4,2015
"3401","S23326412","Purple Martin","Progne subis","2015-05-09","07:00 AM",14,180,"US-MO",38.6129807,-90.2593803,134,5,2015
"3402","S37507879","Purple Martin","Progne subis","2017-06-10","08:50 AM",1,90,"US-MO",38.6129807,-90.2593803,56,6,2017
"3403","S44377158","Purple Martin","Progne subis","2018-04-08","04:11 PM",1,62,"US-MO",38.6129807,-90.2593803,53,4,2018
"3404","S45362421","Purple Martin","Progne subis","2018-05-06","09:35 AM",8,134,"US-MO",38.6129807,-90.2593803,86,5,2018
"3405","S37075088","Tree Swallow","Tachycineta bicolor","2017-05-22","06:17 PM",6,9,"US-VT",43.7829965,-73.3154315,61,5,2017
"3406","S37111692","Tree Swallow","Tachycineta bicolor","2017-05-24","09:29 AM",6,42,"US-VT",43.7829965,-73.3154315,62,5,2017
"3407","S37110002","Tree Swallow","Tachycineta bicolor","2017-05-24","07:40 AM",4,80,"US-VT",43.77954,-73.29591,50,5,2017
"3408","S46841669","Tree Swallow","Tachycineta bicolor","2018-06-26","07:45 AM",4,120,"US-VT",43.77954,-73.29591,61,6,2018
"3409","S36840514","Tree Swallow","Tachycineta bicolor","2017-05-13","10:40 AM",3,275,"US-MO",38.8636,-92.4504,515,5,2017
"3410","S99312257","Tree Swallow","Tachycineta bicolor","2021-12-23","09:27 AM",65,28,"US-FL",25.8678737,-81.1156654,123,12,2021
"3411","S44577908","Tree Swallow","Tachycineta bicolor","2018-04-14","03:50 PM",9,208,"US-MO",38.482151,-90.8242569,222,4,2018
"3412","S99506848","Tree Swallow","Tachycineta bicolor","2021-12-27","08:45 AM",1,57,"US-FL",27.5608626,-80.3282547,75,12,2021
"3413","S89601041","Tree Swallow","Tachycineta bicolor","2021-06-04","10:56 AM",4,121,"US-IN",39.7967658,-86.7772937,41,6,2021
"3414","S56366335","Tree Swallow","Tachycineta bicolor","2019-05-16","03:09 PM",2,80,"US-MO",38.70534,-90.74048,46,5,2019
"3415","S56362036","Tree Swallow","Tachycineta bicolor","2019-05-16","01:34 PM",4,85,"US-MO",38.7055395,-90.7048416,36,5,2019
"3416","S17841108","Tree Swallow","Tachycineta bicolor","2014-04-11","09:30 AM",2,60,"US-MO",38.6389068,-90.2853806,103,4,2014
"3417","S17891506","Tree Swallow","Tachycineta bicolor","2014-04-14","09:00 AM",12,90,"US-MO",38.6389068,-90.2853806,203,4,2014
"3418","S17931688","Tree Swallow","Tachycineta bicolor","2014-04-17","08:00 AM",30,120,"US-MO",38.6389068,-90.2853806,307,4,2014
"3419","S18284435","Tree Swallow","Tachycineta bicolor","2014-05-08","08:20 AM",2,90,"US-MO",38.6389068,-90.2853806,130,5,2014
"3420","S18310479","Tree Swallow","Tachycineta bicolor","2014-05-09","06:00 PM",3,60,"US-MO",38.6389068,-90.2853806,87,5,2014
"3421","S18346956","Tree Swallow","Tachycineta bicolor","2014-05-11","06:30 PM",2,60,"US-MO",38.6389068,-90.2853806,121,5,2014
"3422","S23140528","Tree Swallow","Tachycineta bicolor","2015-04-30","07:00 AM",10,105,"US-MO",38.6389068,-90.2853806,150,4,2015
"3423","S35533959","Tree Swallow","Tachycineta bicolor","2017-03-30","07:05 AM",1,100,"US-MO",38.6389068,-90.2853806,283,3,2017
"3424","S35594469","Tree Swallow","Tachycineta bicolor","2017-03-31","05:47 PM",6,80,"US-MO",38.6389068,-90.2853806,84,3,2017
"3425","S35698031","Tree Swallow","Tachycineta bicolor","2017-04-04","07:00 AM",1,127,"US-MO",38.6389068,-90.2853806,369,4,2017
"3426","S35918417","Tree Swallow","Tachycineta bicolor","2017-04-13","06:59 AM",3,109,"US-MO",38.6389068,-90.2853806,247,4,2017
"3427","S36118134","Tree Swallow","Tachycineta bicolor","2017-04-20","07:00 AM",2,98,"US-MO",38.6389068,-90.2853806,237,4,2017
"3428","S36198905","Tree Swallow","Tachycineta bicolor","2017-04-23","08:13 AM",1,173,"US-MO",38.6389068,-90.2853806,137,4,2017
"3429","S36956314","Tree Swallow","Tachycineta bicolor","2017-05-18","07:04 AM",2,126,"US-MO",38.6389068,-90.2853806,140,5,2017
"3430","S37374545","Tree Swallow","Tachycineta bicolor","2017-06-04","07:53 AM",4,118,"US-MO",38.6389068,-90.2853806,108,6,2017
"3431","S45158368","Tree Swallow","Tachycineta bicolor","2018-05-01","06:23 PM",2,86,"US-MO",38.6389068,-90.2853806,67,5,2018
"3432","S89715685","Tree Swallow","Tachycineta bicolor","2021-06-06","08:01 AM",2,74,"US-MO",38.6389068,-90.2853806,57,6,2021
"3433","S36599002","Tree Swallow","Tachycineta bicolor","2017-05-06","04:10 PM",4,42,"US-MO",38.6259678,-90.1853703,39,5,2017
"3434","S18250965","Tree Swallow","Tachycineta bicolor","2014-05-04","08:45 AM",8,120,"US-MO",38.7472557,-90.1926899,143,5,2014
"3435","S18038813","Tree Swallow","Tachycineta bicolor","2014-04-20","07:30 AM",2,180,"US-MO",37.0223596,-90.0990486,103,4,2014
"3436","S17704003","Violet-green Swallow","Tachycineta thalassina","2014-03-30","11:00 AM",15,60,"US-NM",36.6832192,-105.6526852,38,3,2014
"3437","S36840514","Bank Swallow","Riparia riparia","2017-05-13","10:40 AM",2,275,"US-MO",38.8636,-92.4504,515,5,2017
"3438","S22866773","Bank Swallow","Riparia riparia","2015-04-14","06:30 AM",1,150,"US-AZ",33.3607858,-111.9382811,47,4,2015
"3439","S46841341","Barn Swallow","Hirundo rustica","2018-06-27","01:30 PM",8,30,"US-VT",43.9138656,-73.1877568,21,6,2018
"3440","S37097000","Barn Swallow","Hirundo rustica","2017-05-23","02:06 PM",2,50,"US-VT",44.097019,-73.3420451,44,5,2017
"3441","S37075088","Barn Swallow","Hirundo rustica","2017-05-22","06:17 PM",8,9,"US-VT",43.7829965,-73.3154315,61,5,2017
"3442","S37111692","Barn Swallow","Hirundo rustica","2017-05-24","09:29 AM",8,42,"US-VT",43.7829965,-73.3154315,62,5,2017
"3443","S46861277","Barn Swallow","Hirundo rustica","2018-06-28","07:00 PM",6,45,"US-VT",43.77954,-73.29591,45,6,2018
"3444","S67802026","Barn Swallow","Hirundo rustica","2020-04-25","11:48 AM",1,140,"US-OK",36.783717,-98.18573,64,4,2020
"3445","S36840514","Barn Swallow","Hirundo rustica","2017-05-13","10:40 AM",6,275,"US-MO",38.8636,-92.4504,515,5,2017
"3446","S37035538","Barn Swallow","Hirundo rustica","2017-05-21","11:15 AM",2,55,"US-NJ",40.8030808,-74.4555728,33,5,2017
"3447","S55212997","Barn Swallow","Hirundo rustica","2019-04-21","07:46 AM",3,52,"US-OK",36.9177299,-96.6173317,88,4,2019
"3448","S54632771","Barn Swallow","Hirundo rustica","2019-04-06","11:20 AM",5,122,"US-OK",36.2081998,-96.0600758,40,4,2019
"3449","S56506454","Barn Swallow","Hirundo rustica","2019-05-19","03:59 PM",14,66,"US-OK",36.2081998,-96.0600758,47,5,2019
"3450","S69480437","Barn Swallow","Hirundo rustica","2020-05-14","09:21 AM",4,219,"US-OK",36.2081998,-96.0600758,97,5,2020
"3451","S90831933","Barn Swallow","Hirundo rustica","2021-06-26","02:26 PM",10,71,"US-OK",36.2081998,-96.0600758,48,6,2021
"3452","S56366335","Barn Swallow","Hirundo rustica","2019-05-16","03:09 PM",1,80,"US-MO",38.70534,-90.74048,46,5,2019
"3453","S36840471","Barn Swallow","Hirundo rustica","2017-05-13","07:00 AM",1,60,"US-MO",38.6360813,-90.7679701,79,5,2017
"3454","S36840484","Barn Swallow","Hirundo rustica","2017-05-13","08:08 AM",3,25,"US-MO",38.7055395,-90.7048416,44,5,2017
"3455","S56362036","Barn Swallow","Hirundo rustica","2019-05-16","01:34 PM",1,85,"US-MO",38.7055395,-90.7048416,36,5,2019
"3456","S36840463","Barn Swallow","Hirundo rustica","2017-05-13","05:30 AM",3,90,"US-MO",38.661,-90.758,79,5,2017
"3457","S38281523","Barn Swallow","Hirundo rustica","2017-07-23","08:50 AM",20,182,"US-MO",38.6078608,-90.489826,70,7,2017
"3458","S45195604","Barn Swallow","Hirundo rustica","2018-05-02","07:16 PM",4,28,"US-MO",38.6219912,-90.275188,28,5,2018
"3459","S17798169","Barn Swallow","Hirundo rustica","2014-04-07","06:00 PM",2,45,"US-MO",38.6389068,-90.2853806,96,4,2014
"3460","S17891506","Barn Swallow","Hirundo rustica","2014-04-14","09:00 AM",4,90,"US-MO",38.6389068,-90.2853806,203,4,2014
"3461","S17931688","Barn Swallow","Hirundo rustica","2014-04-17","08:00 AM",10,120,"US-MO",38.6389068,-90.2853806,307,4,2014
"3462","S18044118","Barn Swallow","Hirundo rustica","2014-04-23","12:00 PM",1,45,"US-MO",38.6389068,-90.2853806,62,4,2014
"3463","S18164541","Barn Swallow","Hirundo rustica","2014-05-01","08:30 AM",2,60,"US-MO",38.6389068,-90.2853806,91,5,2014
"3464","S18178852","Barn Swallow","Hirundo rustica","2014-05-02","08:15 AM",8,60,"US-MO",38.6389068,-90.2853806,115,5,2014
"3465","S18284435","Barn Swallow","Hirundo rustica","2014-05-08","08:20 AM",19,90,"US-MO",38.6389068,-90.2853806,130,5,2014
"3466","S18301776","Barn Swallow","Hirundo rustica","2014-05-09","08:40 AM",6,0,"US-MO",38.6389068,-90.2853806,28,5,2014
"3467","S18310479","Barn Swallow","Hirundo rustica","2014-05-09","06:00 PM",10,60,"US-MO",38.6389068,-90.2853806,87,5,2014
"3468","S18337590","Barn Swallow","Hirundo rustica","2014-05-11","09:30 AM",2,180,"US-MO",38.6389068,-90.2853806,119,5,2014
"3469","S18346956","Barn Swallow","Hirundo rustica","2014-05-11","06:30 PM",15,60,"US-MO",38.6389068,-90.2853806,121,5,2014
"3470","S18767759","Barn Swallow","Hirundo rustica","2014-06-12","08:30 AM",8,60,"US-MO",38.6389068,-90.2853806,77,6,2014
"3471","S22729778","Barn Swallow","Hirundo rustica","2015-04-06","06:30 PM",1,45,"US-MO",38.6389068,-90.2853806,44,4,2015
"3472","S22776681","Barn Swallow","Hirundo rustica","2015-04-09","06:20 PM",3,25,"US-MO",38.6389068,-90.2853806,42,4,2015
"3473","S23197329","Barn Swallow","Hirundo rustica","2015-05-03","07:00 AM",6,180,"US-MO",38.6389068,-90.2853806,120,5,2015
"3474","S23261547","Barn Swallow","Hirundo rustica","2015-05-05","07:00 PM",6,45,"US-MO",38.6389068,-90.2853806,54,5,2015
"3475","S29505290","Barn Swallow","Hirundo rustica","2016-05-08","01:30 PM",5,90,"US-MO",38.6383932,-90.267979,43,5,2016
"3476","S35594469","Barn Swallow","Hirundo rustica","2017-03-31","05:47 PM",1,80,"US-MO",38.6389068,-90.2853806,84,3,2017
"3477","S35698031","Barn Swallow","Hirundo rustica","2017-04-04","07:00 AM",8,127,"US-MO",38.6389068,-90.2853806,369,4,2017
"3478","S35918417","Barn Swallow","Hirundo rustica","2017-04-13","06:59 AM",8,109,"US-MO",38.6389068,-90.2853806,247,4,2017
"3479","S35959752","Barn Swallow","Hirundo rustica","2017-04-14","05:47 PM",7,88,"US-MO",38.6389068,-90.2853806,53,4,2017
"3480","S36118134","Barn Swallow","Hirundo rustica","2017-04-20","07:00 AM",10,98,"US-MO",38.6389068,-90.2853806,237,4,2017
"3481","S36198905","Barn Swallow","Hirundo rustica","2017-04-23","08:13 AM",6,173,"US-MO",38.6389068,-90.2853806,137,4,2017
"3482","S36305628","Barn Swallow","Hirundo rustica","2017-04-27","06:56 AM",10,121,"US-MO",38.6389068,-90.2853806,260,4,2017
"3483","S36310000","Barn Swallow","Hirundo rustica","2017-04-27","11:46 AM",1,41,"US-MO",38.6389068,-90.2853806,21,4,2017
"3484","S36840525","Barn Swallow","Hirundo rustica","2017-05-13","06:00 PM",4,45,"US-MO",38.6389068,-90.2853806,114,5,2017
"3485","S36956314","Barn Swallow","Hirundo rustica","2017-05-18","07:04 AM",3,126,"US-MO",38.6389068,-90.2853806,140,5,2017
"3486","S37297406","Barn Swallow","Hirundo rustica","2017-05-31","06:29 PM",5,61,"US-MO",38.6389068,-90.2853806,70,5,2017
"3487","S37374545","Barn Swallow","Hirundo rustica","2017-06-04","07:53 AM",4,118,"US-MO",38.6389068,-90.2853806,108,6,2017
"3488","S38541052","Barn Swallow","Hirundo rustica","2017-08-08","07:05 AM",30,85,"US-MO",38.6389068,-90.2853806,281,8,2017
"3489","S44103398","Barn Swallow","Hirundo rustica","2018-03-30","07:12 PM",4,32,"US-MO",38.6389068,-90.2853806,104,3,2018
"3490","S45158368","Barn Swallow","Hirundo rustica","2018-05-01","06:23 PM",5,86,"US-MO",38.6389068,-90.2853806,67,5,2018
"3491","S45233334","Barn Swallow","Hirundo rustica","2018-05-03","01:54 PM",1,55,"US-MO",38.6389068,-90.2853806,55,5,2018
"3492","S89689436","Barn Swallow","Hirundo rustica","2021-06-05","05:55 PM",3,85,"US-MO",38.6383932,-90.267979,56,6,2021
"3493","S89715685","Barn Swallow","Hirundo rustica","2021-06-06","08:01 AM",8,74,"US-MO",38.6389068,-90.2853806,57,6,2021
"3494","S36599002","Barn Swallow","Hirundo rustica","2017-05-06","04:10 PM",6,42,"US-MO",38.6259678,-90.1853703,39,5,2017
"3495","S38628943","Barn Swallow","Hirundo rustica","2017-08-13","03:48 PM",7,55,"US-MO",38.5605873,-90.2872912,164,8,2017
"3496","S68032156","Barn Swallow","Hirundo rustica","2020-04-29","10:01 AM",18,38,"US-OK",36.1433479,-95.9096313,43,4,2020
"3497","S84766529","Barn Swallow","Hirundo rustica","2021-04-04","11:17 AM",20,32,"US-OK",36.1433479,-95.9096313,37,4,2021
"3498","S109319353","Barn Swallow","Hirundo rustica","2022-05-08","09:23 AM",1,17,"US-OK",36.2349276,-95.9115887,56,5,2022
"3499","S67357157","Barn Swallow","Hirundo rustica","2020-04-17","11:15 AM",1,19,"US-OK",36.1444029,-95.9092834,63,4,2020
"3500","S68032703","Barn Swallow","Hirundo rustica","2020-04-29","10:01 AM",18,40,"US-OK",36.1444029,-95.9092834,44,4,2020
"3501","S68152310","Barn Swallow","Hirundo rustica","2020-04-30","07:12 PM",2,13,"US-OK",36.1514978,-95.9796871,33,4,2020
"3502","S68100906","Barn Swallow","Hirundo rustica","2020-04-30","09:33 AM",2,39,"US-OK",36.1501278,-95.8943009,59,4,2020
"3503","S68187140","Barn Swallow","Hirundo rustica","2020-05-01","10:02 AM",2,47,"US-OK",36.1501278,-95.8943009,33,5,2020
"3504","S68330982","Barn Swallow","Hirundo rustica","2020-05-03","10:37 AM",10,154,"US-OK",36.2213571,-95.9341192,140,5,2020
"3505","S66376442","Barn Swallow","Hirundo rustica","2020-03-29","01:51 PM",1,30,"US-OK",36.1431728,-96.2771857,59,3,2020
"3506","S36497526","Barn Swallow (American)","Hirundo rustica erythrogaster","2017-05-02","06:56 PM",2,58,"US-MO",38.6389068,-90.2853806,40,5,2017
"3507","S67805720","Cliff Swallow","Petrochelidon pyrrhonota","2020-04-25","04:39 PM",25,13,"US-OK",36.7523718,-98.3074256,42,4,2020
"3508","S67802026","Cliff Swallow","Petrochelidon pyrrhonota","2020-04-25","11:48 AM",1,140,"US-OK",36.783717,-98.18573,64,4,2020
"3509","S111728537","Cliff Swallow","Petrochelidon pyrrhonota","2022-05-30","08:08 AM",6,302,"US-OK",36.850766,-102.8821564,100,5,2022
"3510","S89277212","Cliff Swallow","Petrochelidon pyrrhonota","2021-05-30","10:49 AM",4,26,"US-OK",35.6247298,-99.2497676,28,5,2021
"3511","S89272478","Cliff Swallow","Petrochelidon pyrrhonota","2021-05-30","09:38 AM",300,43,"US-OK",35.6367053,-99.2834151,316,5,2021
"3512","S67045327","Cliff Swallow","Petrochelidon pyrrhonota","2020-04-11","03:17 PM",2,6,"US-OK",36.8402755,-96.4558801,36,4,2020
"3513","S55212997","Cliff Swallow","Petrochelidon pyrrhonota","2019-04-21","07:46 AM",12,52,"US-OK",36.9177299,-96.6173317,88,4,2019
"3514","S56506454","Cliff Swallow","Petrochelidon pyrrhonota","2019-05-19","03:59 PM",1,66,"US-OK",36.2081998,-96.0600758,47,5,2019
"3515","S17891506","Cliff Swallow","Petrochelidon pyrrhonota","2014-04-14","09:00 AM",1,90,"US-MO",38.6389068,-90.2853806,203,4,2014
"3516","S106694384","Cliff Swallow","Petrochelidon pyrrhonota","2022-04-10","09:00 AM",8,44,"US-OK",36.1499519,-96.2529969,79,4,2022
"3517","S68330982","Cliff Swallow","Petrochelidon pyrrhonota","2020-05-03","10:37 AM",12,154,"US-OK",36.2213571,-95.9341192,140,5,2020
"3518","S69480260","Cliff Swallow","Petrochelidon pyrrhonota","2020-05-10","02:22 PM",30,89,"US-OK",36.9709679,-95.9504402,66,5,2020
"3519","S1512514","Bushtit","Psaltriparus minimus","2004-01-02","12:00 PM",34,60,"US-CA",38.01634,-119.123795,228,1,2004
"3520","S18131445","Bushtit","Psaltriparus minimus","2014-04-27","09:00 AM",6,120,"US-CA",32.7297356,-117.1503818,117,4,2014
"3521","S17704082","Bushtit","Psaltriparus minimus","2014-03-29","10:00 AM",4,180,"US-NM",35.8054268,-106.1398226,129,3,2014
"3522","S18131483","Wrentit","Chamaea fasciata","2014-04-28","07:00 PM",2,60,"US-CA",32.7575229,-117.1638894,26,4,2014
"3523","S37075088","Ruby-crowned Kinglet","Corthylio calendula","2017-05-22","06:17 PM",1,9,"US-VT",43.7829965,-73.3154315,61,5,2017
"3524","S44577908","Ruby-crowned Kinglet","Corthylio calendula","2018-04-14","03:50 PM",2,208,"US-MO",38.482151,-90.8242569,222,4,2018
"3525","S41337936","Ruby-crowned Kinglet","Corthylio calendula","2017-12-25","10:30 AM",1,330,"US-IL",37.6042906,-89.1945219,80,12,2017
"3526","S1522992","Ruby-crowned Kinglet","Corthylio calendula","2004-01-11","09:00 AM",1,180,"US-NV",38.64822,-118.75497,15,1,2004
"3527","S1187488","Ruby-crowned Kinglet","Corthylio calendula","2003-11-08","11:30 AM",2,300,"US-CA",38.02406,-119.27419,8,11,2003
"3528","S100948655","Ruby-crowned Kinglet","Corthylio calendula","2022-01-17","11:31 AM",4,223,"US-OK",35.6222331,-95.1711273,69,1,2022
"3529","S77745729","Ruby-crowned Kinglet","Corthylio calendula","2020-12-20","11:59 AM",1,72,"US-OK",36.2081998,-96.0600758,57,12,2020
"3530","S97949533","Ruby-crowned Kinglet","Corthylio calendula","2021-11-22","03:14 PM",2,117,"US-CA",33.7477559,-116.7226084,37,11,2021
"3531","S97972024","Ruby-crowned Kinglet","Corthylio calendula","2021-11-23","07:29 AM",4,143,"US-CA",33.7477559,-116.7226084,58,11,2021
"3532","S97993874","Ruby-crowned Kinglet","Corthylio calendula","2021-11-23","02:11 PM",2,112,"US-CA",33.6612818,-116.579597,59,11,2021
"3533","S97993891","Ruby-crowned Kinglet","Corthylio calendula","2021-11-23","12:11 PM",10,43,"US-CA",33.588891,-116.6212851,22,11,2021
"3534","S54425143","Ruby-crowned Kinglet","Corthylio calendula","2019-03-31","01:38 PM",1,120,"US-OK",36.2179826,-95.7992634,71,3,2019
"3535","S98050443","Ruby-crowned Kinglet","Corthylio calendula","2021-11-25","08:10 AM",1,55,"US-CA",33.091669,-117.2960981,101,11,2021
"3536","S79442972","Ruby-crowned Kinglet","Corthylio calendula","2021-01-17","02:25 PM",1,48,"US-AR",35.38898,-94.4297111,58,1,2021
"3537","S45094421","Ruby-crowned Kinglet","Corthylio calendula","2018-04-29","09:15 AM",2,136,"US-MO",38.5094049,-90.588381,34,4,2018
"3538","S17855769","Ruby-crowned Kinglet","Corthylio calendula","2014-04-12","08:45 AM",3,120,"US-MO",38.690995,-90.2349186,200,4,2014
"3539","S17891506","Ruby-crowned Kinglet","Corthylio calendula","2014-04-14","09:00 AM",4,90,"US-MO",38.6389068,-90.2853806,203,4,2014
"3540","S17931688","Ruby-crowned Kinglet","Corthylio calendula","2014-04-17","08:00 AM",2,120,"US-MO",38.6389068,-90.2853806,307,4,2014
"3541","S29265867","Ruby-crowned Kinglet","Corthylio calendula","2016-04-27","08:00 AM",1,45,"US-MO",38.6389068,-90.2853806,87,4,2016
"3542","S32025863","Ruby-crowned Kinglet","Corthylio calendula","2016-10-13","01:15 PM",3,60,"US-MO",38.6389068,-90.2853806,32,10,2016
"3543","S35533959","Ruby-crowned Kinglet","Corthylio calendula","2017-03-30","07:05 AM",2,100,"US-MO",38.6389068,-90.2853806,283,3,2017
"3544","S35594469","Ruby-crowned Kinglet","Corthylio calendula","2017-03-31","05:47 PM",2,80,"US-MO",38.6389068,-90.2853806,84,3,2017
"3545","S35698031","Ruby-crowned Kinglet","Corthylio calendula","2017-04-04","07:00 AM",2,127,"US-MO",38.6389068,-90.2853806,369,4,2017
"3546","S35811314","Ruby-crowned Kinglet","Corthylio calendula","2017-04-09","07:47 AM",1,74,"US-MO",38.6389068,-90.2853806,51,4,2017
"3547","S35918417","Ruby-crowned Kinglet","Corthylio calendula","2017-04-13","06:59 AM",1,109,"US-MO",38.6389068,-90.2853806,247,4,2017
"3548","S36956314","Ruby-crowned Kinglet","Corthylio calendula","2017-05-18","07:04 AM",1,126,"US-MO",38.6389068,-90.2853806,140,5,2017
"3549","S17836663","Ruby-crowned Kinglet","Corthylio calendula","2014-04-10","08:30 AM",3,120,"US-MO",38.636316,-90.296545,87,4,2014
"3550","S23065952","Ruby-crowned Kinglet","Corthylio calendula","2015-04-26","07:00 AM",2,180,"US-MO",38.636316,-90.296545,142,4,2015
"3551","S17451952","Ruby-crowned Kinglet","Corthylio calendula","2014-03-15","03:45 PM",1,80,"US-MO",38.6129807,-90.2593803,112,3,2014
"3552","S22828782","Ruby-crowned Kinglet","Corthylio calendula","2015-04-12","11:00 AM",18,150,"US-MO",38.6129807,-90.2593803,112,4,2015
"3553","S23073614","Ruby-crowned Kinglet","Corthylio calendula","2015-04-26","01:30 PM",2,90,"US-MO",38.6129807,-90.2593803,15,4,2015
"3554","S27224092","Ruby-crowned Kinglet","Corthylio calendula","2016-01-30","01:00 PM",1,90,"US-MO",38.6129807,-90.2593803,71,1,2016
